,股票编号,predict_prob_scale_x,predictscale_x,predict_prob_scale_y,predictscale_y,score_logit,score_SVM,score
109,229,0.205229603879429,0,0.04209028577947875,0,1575.0,1692.0,3267.0
110,230,0.2863861028025691,0,0.050621800999176784,0,1274.0,1612.0,2886.0
111,231,0.3992712930167048,0,0.12661635781754943,0,900.0,983.0,1883.0
112,233,0.974367543991723,1,0.5467620918813745,1,17.0,174.0,191.0
113,237,0.9176400259322494,1,0.5,1,57.0,237.0,294.0
114,238,0.25865851951702246,0,0.11620829673211437,0,1392.0,1020.0,2412.0
115,241,0.29900333509436855,0,0.07043379219627158,0,1226.0,1327.0,2553.0
116,242,0.17078313223711417,0,0.05660344037822136,0,1657.0,1529.0,3186.0
117,243,0.4934122853204171,0,0.607313472071777,1,641.0,86.0,727.0
118,244,0.27234684719520436,0,0.04174026205363723,0,1339.0,1694.0,3033.0
119,249,0.5502473836017905,1,0.278639796711319,1,523.0,586.0,1109.0
120,254,0.1860010149297663,0,0.04921826527325058,0,1626.0,1627.0,3253.0
121,256,0.7845628170523977,1,0.356514255277595,1,161.0,474.0,635.0
122,258,0.8365414009620201,1,0.48501718712035774,1,119.0,259.0,378.0
123,261,0.24836923712521106,0,0.1147965366102301,0,1439.0,1030.0,2469.0
124,263,0.152267985617194,0,0.04166308848469565,0,1696.0,1696.0,3392.0
125,264,0.3247700330105011,0,0.059068779667407,0,1148.0,1505.0,2653.0
126,265,0.69559719643094,1,0.4277844293789762,1,264.0,348.0,612.0
127,266,0.7980132975479329,1,0.5111353811507422,1,151.0,221.0,372.0
128,270,0.3996017649590741,0,0.23899194158266845,1,899.0,656.0,1555.0
129,271,0.7241542003905688,1,0.44087683329791366,1,219.0,325.0,544.0
130,272,0.38229461580003293,0,0.22484339821951124,0,951.0,683.0,1634.0
131,273,0.19923478236680534,0,0.04155782321407057,0,1589.0,1701.0,3290.0
132,274,0.21140066019951173,0,0.0766907080307968,0,1559.0,1273.0,2832.0
133,277,0.6389775061580356,1,0.3899348009558968,1,354.0,415.0,769.0
134,278,0.3642139074318478,0,0.0690134747577854,0,1023.0,1345.0,2368.0
135,280,0.29497158718416655,0,0.12069176753205645,0,1239.0,1003.0,2242.0
136,281,0.41406377294886304,0,0.07821284269728239,0,846.0,1257.0,2103.0
137,284,0.3335343951657109,0,0.16376198657092486,0,1127.0,833.0,1960.0
138,288,0.3596193637590479,0,0.3600055656630418,1,1038.0,470.0,1508.0
139,290,0.540012585861031,1,0.25441889474370843,1,548.0,624.0,1172.0
140,293,0.7322309172921023,1,0.4487445092637996,1,211.0,312.0,523.0
141,295,0.4349650903194629,0,0.2462961821137414,1,780.0,648.0,1428.0
142,297,0.6588587484219648,1,0.6925072396187929,1,314.0,28.0,342.0
143,299,0.449893080072198,0,0.37818724968447004,1,741.0,437.0,1178.0
144,301,0.42325399503150885,0,0.11271663122697799,0,814.0,1038.0,1852.0
145,302,0.18665600379697453,0,0.05488321209471192,0,1623.0,1552.0,3175.0
146,304,0.26085563019461017,0,0.049165374049689715,0,1386.0,1628.0,3014.0
147,305,0.4187827386242586,0,0.11342802031935356,0,833.0,1034.0,1867.0
148,306,0.2155977326920562,0,0.03247881814026007,0,1551.0,1773.0,3324.0
149,307,0.2094908569757325,0,0.056457028453036184,0,1564.0,1531.0,3095.0
150,309,0.6023505653184626,1,0.6861977692549904,1,414.0,31.0,445.0
151,310,0.37047316046376005,0,0.12534968979712097,0,988.0,988.0,1976.0
152,316,0.4153005364142189,0,0.3989347364250883,1,843.0,396.0,1239.0
153,317,0.6219559849088083,1,0.09455426403828224,0,384.0,1156.0,1540.0
154,318,0.23678559697343018,0,0.05367801228822368,0,1484.0,1570.0,3054.0
155,319,0.35911326633035184,0,0.08596957092094144,0,1043.0,1210.0,2253.0
156,320,0.23374796286752678,0,0.03297187109090494,0,1494.0,1771.0,3265.0
157,323,0.09125664442148071,0,0.04362905965807713,0,1787.0,1675.0,3462.0
158,324,0.6699848048530416,1,0.3792026601467737,1,297.0,436.0,733.0
159,326,0.425083138494315,0,0.34008144296464266,1,805.0,508.0,1313.0
160,328,0.4538638906583605,0,0.20696527001234116,0,735.0,728.0,1463.0
161,330,0.35741993560917046,0,0.102408888914315,0,1047.0,1097.0,2144.0
162,333,0.2393643602082064,0,0.05211214165706234,0,1473.0,1594.0,3067.0
163,334,0.12107989871004828,0,0.06614742765142076,0,1751.0,1382.0,3133.0
164,335,0.16124049141736724,0,0.11150340411745209,0,1678.0,1050.0,2728.0
165,336,0.2873602958570292,0,0.04280745277358664,0,1271.0,1684.0,2955.0
166,337,0.3585225155974642,0,0.10093793684753985,0,1044.0,1109.0,2153.0
167,338,0.4823729369971622,0,0.1415737199193457,0,661.0,916.0,1577.0
168,339,0.5744911636058684,1,0.19528005131501772,0,468.0,747.0,1215.0
169,341,0.4457693326503963,0,0.09351950816314294,0,750.0,1161.0,1911.0
170,344,0.2645299680977661,0,0.05976801876957388,0,1371.0,1491.0,2862.0
171,345,0.1717232572617937,0,0.0650308729685259,0,1655.0,1394.0,3049.0
172,352,0.36599614896674215,0,0.6695425863177565,1,1014.0,42.0,1056.0
173,354,0.6058522597225189,1,0.37788162001905545,1,402.0,440.0,842.0
174,355,0.3808494754446222,0,0.10751279192417385,0,958.0,1072.0,2030.0
175,356,0.9683449367957622,1,0.5604930805133409,1,20.0,147.0,167.0
176,357,0.28595629884792945,0,0.023386821752413953,0,1276.0,1795.0,3071.0
177,360,0.11385725802269592,0,0.0630240259106505,0,1756.0,1424.0,3180.0
178,365,0.3774299284706226,0,0.19249689519022567,0,965.0,758.0,1723.0
179,366,0.2380675412665988,0,0.04156165018094151,0,1476.0,1700.0,3176.0
180,367,0.504923575844082,1,0.5134783638212058,1,623.0,219.0,842.0
181,368,0.5412439338521824,1,0.21255192172811757,0,545.0,709.0,1254.0
182,372,0.36553787962876805,0,0.13390972905493717,0,1019.0,947.0,1966.0
183,375,0.29470138306459387,0,0.05699510386904163,0,1242.0,1527.0,2769.0
184,377,0.3103617939647855,0,0.0274058490447397,0,1189.0,1789.0,2978.0
185,381,0.2242038636940931,0,0.03967225130232806,0,1521.0,1721.0,3242.0
186,384,0.39736775291144955,0,0.11152529482738258,0,906.0,1049.0,1955.0
187,385,0.4582806020207467,0,0.08797652971050689,0,721.0,1195.0,1916.0
188,386,0.4337070178282854,0,0.06149499928084126,0,782.0,1457.0,2239.0
189,388,0.2342216347531979,0,0.04100714690915625,0,1493.0,1710.0,3203.0
190,392,0.39561055044787496,0,0.18363135201021866,0,908.0,781.0,1689.0
191,393,0.3228279200885078,0,0.07069374243411028,0,1154.0,1324.0,2478.0
192,395,0.2945731752273437,0,0.03672740672136497,0,1244.0,1753.0,2997.0
193,396,0.10318906421012393,0,0.06579511392571631,0,1769.0,1387.0,3156.0
194,397,0.3406157855785709,0,0.0693285017952642,0,1107.0,1336.0,2443.0
195,398,0.7914032878832495,1,0.48084346361546226,1,156.0,265.0,421.0
196,399,0.3114078997173455,0,0.06987042143456515,0,1187.0,1333.0,2520.0
197,400,0.41862408623742536,0,0.17368773881655258,0,835.0,807.0,1642.0
198,401,0.303655636348354,0,0.06802216319871858,0,1210.0,1357.0,2567.0
199,402,0.8341862591464493,1,0.4757535587289178,1,121.0,279.0,400.0
200,403,0.34494572404516155,0,0.05921132636868632,0,1092.0,1503.0,2595.0
201,404,0.34580771871347743,0,0.0617915354997738,0,1088.0,1446.0,2534.0
202,406,0.2914977824010941,0,0.05921406593509853,0,1254.0,1502.0,2756.0
203,407,0.5092098164125349,1,0.09821398215015556,0,612.0,1127.0,1739.0
204,408,0.6685834963686296,1,0.8831591992492421,1,301.0,1.0,302.0
205,411,0.28263732151563575,0,0.0707768615667862,0,1295.0,1321.0,2616.0
206,415,0.9612967756092741,1,0.4149303245998568,1,25.0,368.0,393.0
207,416,0.1849659757248462,0,0.030542886144356296,0,1629.0,1778.0,3407.0
208,417,0.1480577138188452,0,0.17240741238385277,0,1705.0,809.0,2514.0
209,419,0.33243363666413056,0,0.3391324538567491,1,1132.0,509.0,1641.0
210,422,0.447260772631117,0,0.18508594929297176,0,746.0,776.0,1522.0
211,425,0.10307809560715031,0,0.05655708657629634,0,1771.0,1530.0,3301.0
212,427,0.13206567310709008,0,0.037728217948960543,0,1734.0,1744.0,3478.0
213,430,0.5226361994414401,1,0.21663407314458377,0,585.0,697.0,1282.0
214,431,0.6587851375316165,1,0.39703005301134453,1,315.0,403.0,718.0
215,432,0.6706027066505013,1,0.23803646090742417,1,295.0,659.0,954.0
216,433,0.6789076892291854,1,0.6112678051335045,1,282.0,81.0,363.0
217,435,0.5852369816583705,1,0.5657616934174015,1,450.0,136.0,586.0
218,436,0.46911595357918656,0,0.19709021254177672,0,700.0,743.0,1443.0
219,439,0.30660997870186674,0,0.06490400271744803,0,1198.0,1395.0,2593.0
220,440,0.31114880429312636,0,0.08674614962570354,0,1188.0,1202.0,2390.0
221,441,0.306561261898189,0,0.08574886654161866,0,1200.0,1211.0,2411.0
222,443,0.22014591684313525,0,0.04172634653540539,0,1535.0,1695.0,3230.0
223,444,0.25858693676725836,0,0.09815205624546142,0,1393.0,1129.0,2522.0
224,447,0.3614545542562922,0,0.15806482393989607,0,1034.0,847.0,1881.0
225,448,0.49562943944665017,0,0.4066796317829657,1,639.0,385.0,1024.0
226,449,0.6180357795760002,1,0.5898616906024166,1,386.0,104.0,490.0
227,450,0.40140223019910165,0,0.11548155952553331,0,896.0,1023.0,1919.0
228,455,0.3703310953161246,0,0.11296043421807778,0,989.0,1035.0,2024.0
229,458,0.9975248343306196,1,0.3451641829178544,1,6.0,498.0,504.0
230,460,0.516219990073976,1,0.24894806876165826,1,603.0,639.0,1242.0
231,461,0.20212454466386973,0,0.06924604308154257,0,1582.0,1337.0,2919.0
232,462,0.24069906938467062,0,0.053539443246292145,0,1469.0,1573.0,3042.0
233,463,0.5312211488515756,1,0.31455084953269774,1,572.0,541.0,1113.0
234,466,0.7476683679398245,1,0.4551197036156872,1,194.0,302.0,496.0
235,472,0.6337535748290873,1,0.37071428854428784,1,368.0,457.0,825.0
236,473,0.09466957433629067,0,0.06450604609492816,0,1784.0,1401.0,3185.0
237,474,0.30982479228576915,0,0.08287343020675512,0,1192.0,1229.0,2421.0
238,476,0.9362709211653312,1,0.5929734170508252,1,44.0,101.0,145.0
239,477,0.304824864350075,0,0.07871612307888122,0,1205.0,1254.0,2459.0
240,479,0.5990793039067009,1,0.6827119616067358,1,421.0,34.0,455.0
241,482,0.6389457283174703,1,0.5242599557081071,1,355.0,202.0,557.0
242,488,0.1322298635961701,0,0.07197119423176983,0,1733.0,1307.0,3040.0
243,489,0.11701044532411563,0,0.06172311268931903,0,1754.0,1449.0,3203.0
244,492,0.2869252162272789,0,0.0748953589919566,0,1273.0,1282.0,2555.0
245,493,0.8902085161105467,1,0.5823164015124082,1,76.0,115.0,191.0
246,497,0.557268441187688,1,0.46529407302548553,1,509.0,288.0,797.0
247,499,0.3171655571851465,0,0.08014599199315352,0,1169.0,1247.0,2416.0
248,500,0.2524543423100209,0,0.0664411190783468,0,1421.0,1378.0,2799.0
249,502,0.36898669685167956,0,0.0805301455232375,0,997.0,1244.0,2241.0
250,507,0.5062191969571507,1,0.15022138692637751,0,620.0,881.0,1501.0
251,508,0.27869323218044945,0,0.07813743028212072,0,1317.0,1258.0,2575.0
252,510,0.5612250454419542,1,0.5055975330411405,1,496.0,229.0,725.0
253,511,0.12744770678881112,0,0.037992708168099874,0,1739.0,1742.0,3481.0
254,512,0.46652801556282336,0,0.31814584890060027,1,709.0,538.0,1247.0
255,513,0.7598095251175444,1,0.6371282237109551,1,178.0,59.0,237.0
256,515,0.7190366207602019,1,0.6604374880912777,1,229.0,45.0,274.0
257,516,0.13816999780228428,0,0.13923394975503048,0,1718.0,924.0,2642.0
258,518,0.693550685405026,1,0.34306829977946035,1,266.0,502.0,768.0
259,520,0.44031484365155427,0,0.11189246849839647,0,766.0,1044.0,1810.0
260,521,0.5380301218238874,1,0.3181547331509532,1,554.0,537.0,1091.0
261,522,0.17535380931821493,0,0.054952910251658424,0,1647.0,1550.0,3197.0
262,527,0.4355285714735061,0,0.34080682778182725,1,778.0,506.0,1284.0
263,528,0.7909903505152462,1,0.41687560713992533,1,157.0,367.0,524.0
264,529,0.5071117313428688,1,0.16463934775296887,0,614.0,830.0,1444.0
265,530,0.44896865522728224,0,0.21918165924124877,0,742.0,692.0,1434.0
266,532,0.261906321350524,0,0.06919347325328236,0,1381.0,1339.0,2720.0
267,534,0.3660856676001078,0,0.6501062175184602,1,1013.0,51.0,1064.0
268,535,0.9651891465505079,1,0.5426074560989447,1,23.0,180.0,203.0
269,537,0.8497512401835645,1,0.6204128867835876,1,109.0,69.0,178.0
270,538,0.549240524433056,1,0.3416835300950982,1,527.0,504.0,1031.0
271,539,0.3300382754533244,0,0.10757235427195275,0,1139.0,1071.0,2210.0
272,540,0.4460247116232437,0,0.7393153079149071,1,749.0,13.0,762.0
273,541,0.7235699533378276,1,0.5370597269325352,1,223.0,187.0,410.0
274,542,0.5719169660051855,1,0.7066717027641628,1,473.0,20.0,493.0
275,543,0.26505403771417885,0,0.06288616003908107,0,1368.0,1425.0,2793.0
276,546,0.3575059198714396,0,0.09467192706408284,0,1046.0,1155.0,2201.0
277,548,0.4095973163498852,0,0.06147681387568575,0,860.0,1459.0,2319.0
278,553,0.1946080571718473,0,0.06659278241785117,0,1605.0,1377.0,2982.0
279,554,0.4330402414280463,0,0.15546757342183545,0,784.0,859.0,1643.0
280,556,0.31370008050054377,0,0.04650654673395619,0,1178.0,1653.0,2831.0
281,558,0.5281413518899244,1,0.15467014034042703,0,578.0,865.0,1443.0
282,559,0.4055064173111595,0,0.226438838941829,0,880.0,681.0,1561.0
283,560,0.1416919126778252,0,0.05376576814035196,0,1711.0,1569.0,3280.0
284,561,0.4027164835332913,0,0.16115921262021446,0,890.0,839.0,1729.0
285,564,0.5902485440926719,1,0.682050034929412,1,438.0,35.0,473.0
286,567,0.5836665109194547,1,0.08437489821130077,0,454.0,1218.0,1672.0
287,569,0.3056964194392505,0,0.10023132143632434,0,1202.0,1112.0,2314.0
288,571,0.408386048749056,0,0.14736110291382368,0,865.0,891.0,1756.0
289,574,0.4614150411057288,0,0.1405427663366282,0,716.0,920.0,1636.0
290,576,0.7705402886751898,1,0.1310005522261537,0,169.0,959.0,1128.0
291,578,0.18564251082422198,0,0.04693100896693711,0,1627.0,1645.0,3272.0
292,579,0.1666222124371125,0,0.06276389601775159,0,1668.0,1429.0,3097.0
293,581,0.44182960459808024,0,0.21935604158493366,0,757.0,691.0,1448.0
294,582,0.6413480759407321,1,0.4946092156210591,1,349.0,245.0,594.0
295,583,0.9146358454832179,1,0.3653327011996273,1,58.0,462.0,520.0
296,584,0.31289237050695434,0,0.047301722167801714,0,1181.0,1641.0,2822.0
297,586,0.8735638348556967,1,0.5706096217144503,1,89.0,130.0,219.0
298,587,0.2615026156860759,0,0.04694590662619317,0,1382.0,1644.0,3026.0
299,591,0.23560244599155994,0,0.12257923371348751,0,1487.0,994.0,2481.0
300,592,0.6158862774632179,1,0.27098981120453824,1,391.0,598.0,989.0
301,595,0.920737972279659,1,0.5957871875852783,1,55.0,96.0,151.0
302,598,0.9301738213496206,1,0.5627158583710281,1,46.0,141.0,187.0
303,599,0.10762519608206353,0,0.06068588935734359,0,1762.0,1470.0,3232.0
304,601,0.09593311875872575,0,0.07881512706077477,0,1781.0,1253.0,3034.0
305,603,0.6902078692160647,1,0.423095909886584,1,271.0,356.0,627.0
306,604,0.34875479198143083,0,0.14971991805697277,0,1077.0,885.0,1962.0
307,605,0.7412725546780627,1,0.47262394484373343,1,204.0,282.0,486.0
308,606,0.3227015171469786,0,0.07823013061298131,0,1155.0,1256.0,2411.0
309,608,0.2931962562002952,0,0.05342239030706852,0,1248.0,1576.0,2824.0
310,611,0.4414726493477447,0,0.08948178071399515,0,760.0,1181.0,1941.0
311,612,0.5646237819318318,1,0.5295847669757937,1,487.0,194.0,681.0
312,613,0.5631576913311782,1,0.23066015102771398,1,491.0,671.0,1162.0
313,614,0.43620105748705645,0,0.20564282576472767,0,774.0,732.0,1506.0
314,615,0.337657803742009,0,0.16235540295533551,0,1114.0,834.0,1948.0
315,618,0.5497687606522769,1,0.6020800447013579,1,526.0,89.0,615.0
316,621,0.8436292047681452,1,0.5063824185925359,1,112.0,228.0,340.0
317,622,0.5902032149248194,1,0.3926293534304184,1,439.0,411.0,850.0
318,624,0.33623412309759365,0,0.051731926540186574,0,1118.0,1599.0,2717.0
319,625,0.2445869851756883,0,0.09973028476045676,0,1453.0,1115.0,2568.0
320,631,0.36166354744605056,0,0.06692927103360782,0,1033.0,1369.0,2402.0
321,632,0.4563014215276451,0,0.20845305675846015,0,727.0,723.0,1450.0
322,633,0.18782084266601373,0,0.21537270241693188,0,1618.0,700.0,2318.0
323,635,0.3490965695809523,0,0.1945623357814499,0,1075.0,751.0,1826.0
324,636,0.1830767585985442,0,0.060992772081388355,0,1635.0,1467.0,3102.0
325,637,0.3546658442494616,0,0.47820271741630604,1,1053.0,272.0,1325.0
326,638,0.2986849060018924,0,0.06057236346241093,0,1228.0,1473.0,2701.0
327,639,0.21856874272880333,0,0.06265689527624492,0,1538.0,1432.0,2970.0
328,642,0.17382926157842146,0,0.12349832653666619,0,1650.0,992.0,2642.0
329,643,0.7514449325913891,1,0.37373772570197183,1,191.0,452.0,643.0
330,644,0.37129101690443395,0,0.09878181923428184,0,986.0,1121.0,2107.0
331,647,0.47799353785492554,0,0.2939022076418292,1,673.0,568.0,1241.0
332,650,0.21342062964189384,0,0.07631683514052497,0,1556.0,1275.0,2831.0
333,651,0.393907369710791,0,0.06602068929776192,0,914.0,1385.0,2299.0
334,655,0.4197693915672037,0,0.2554215957835164,1,831.0,620.0,1451.0
335,656,0.5373424414128123,1,0.16065929593808526,0,556.0,841.0,1397.0
336,657,0.2754015415237667,0,0.05713369881429811,0,1328.0,1525.0,2853.0
337,658,0.2839548638628198,0,0.08785624984566988,0,1287.0,1196.0,2483.0
338,659,0.5700865908953568,1,0.5977023053347295,1,476.0,93.0,569.0
339,661,0.2394498396328451,0,0.07090434212759923,0,1472.0,1318.0,2790.0
340,662,0.7075741117436637,1,0.3912990282539437,1,247.0,412.0,659.0
341,663,0.5807806111453124,1,0.1917597406045309,0,457.0,761.0,1218.0
342,664,0.7994942926171196,1,0.21271071060222838,0,147.0,708.0,855.0
343,665,0.22946351247310715,0,0.05305539701367938,0,1507.0,1579.0,3086.0
344,666,0.4678474524618809,0,0.11964603657402889,0,703.0,1006.0,1709.0
345,667,0.369512893661725,0,0.3974310484323563,1,992.0,402.0,1394.0
346,668,0.9470778769938597,1,0.5529301682992374,1,36.0,163.0,199.0
347,672,0.3303384004441171,0,0.05485320106212739,0,1136.0,1553.0,2689.0
348,677,0.38123366841211476,0,0.20382674031046313,0,955.0,734.0,1689.0
349,678,0.17736555987131605,0,0.02557904667449118,0,1644.0,1792.0,3436.0
350,679,0.927544862899157,1,0.6695609989245903,1,48.0,41.0,89.0
351,687,0.25825061871667215,0,0.11496188961540417,0,1395.0,1028.0,2423.0
